vector_field:0,vector_field:1,vector_field:2,vtkOriginalPointIds,Points:0,Points:1,Points:2
0,0,0,9734,155,114,21.0133
0,0,0,9735,155.248,115,21
0,0,0,9736,155,115,21.3171
0,0,0,9737,155.486,116,21
0,0,0,9738,155,116,21.6208
0,0,0,9739,155.724,117,21
0,0,0,9740,155,117,21.9246
0,0,0,9741,155.962,118,21
0.0417074,-0.00824787,0.00736407,9742,156,118.16,21
0.2086,-0.0412518,0.0368314,9743,156.2,119,21
0.242686,0.0139167,0.0974805,9744,156,119,21.2552
0.146584,0.0907883,0.0847086,9745,156.438,120,21
0.237444,0.199399,0.207274,9746,156,120,21.559
0.0758228,0.0735225,0.0375071,9747,156.676,121,21
0.233736,0.226645,0.23563,9748,156,121,21.8628
0.0917462,0.261296,0.156035,9749,156.913,122,21
0.0568386,0.171793,0.101729,9750,157,122.364,21
0,0,0,9751,157.151,123,21
0.01119,0.0222645,0.014405,9752,157,123,21.1933
0,0,0,9753,157.389,124,21
-0.0367672,0.0289546,-0.0620449,9754,157,124,21.4971
0,0,0,9755,157.627,125,21
-0.0510754,0.0466491,-0.0999614,9756,157,125,21.8009
0,0,0,9757,157.865,126,21
0,0,0,9758,158,126.567,21
0,0,0,9759,158.103,127,21
0,0,0,9760,158,127,21.1314
0,0,0,9761,158.341,128,21
0,0,0,9762,158,128,21.4352
0,0,0,9763,158.579,129,21
0,0,0,9764,158,129,21.739
0,0,0,9765,158.817,130,21
0,0,0,9766,159,130.771,21
0,0,0,9767,159.054,131,21
0,0,0,9768,159,131,21.0696
0,0,0,9769,159.292,132,21
0,0,0,9770,159,132,21.3734
0,0,0,9771,159.53,133,21
0,0,0,9772,159,133,21.6771
0,0,0,9774,159,134,21.9809
-0,-0,-0,10159,151.135,101,22
-0,-0,-0,10161,151.373,102,22
-0,-0,-0,10162,151,102,22.4759
-0,-0,-0,10163,151.611,103,22
-0,-0,-0,10164,151,103,22.7797
-0,-0,-0,10165,151.848,104,22
-0,-0,-0,10166,152,104.637,22
-0,-0,-0,10167,152.086,105,22
0,0,0,10168,152,105,22.1102
-0,-0,-0,10169,152.324,106,22
0,0,0,10170,152,106,22.414
-0,-0,-0,10171,152.562,107,22
-0,-0,-0,10172,152,107,22.7178
0,0,0,10173,152.8,108,22
0,0,0,10174,153,108.841,22
-0,-0,-0,10175,153.038,109,22
-0,-0,-0,10176,153,109,22.0484
-0,-0,-0,10177,153.276,110,22
-0,-0,-0,10178,153,110,22.3521
-0,-0,-0,10179,153.514,111,22
0,0,0,10180,153,111,22.6559
0,0,0,10181,153.752,112,22
0,0,0,10182,153,112,22.9597
0,0,0,10183,153.989,113,22
0,0,0,10184,154,113.044,22
0,0,0,10185,154.227,114,22
0,0,0,10186,154,114,22.2903
0,0,0,10187,154.465,115,22
0,0,0,10188,154,115,22.5941
0,0,0,10189,154.703,116,22
0.120051,0.210966,0.359652,10190,154,116,22.8978
0.00789282,0.012595,0.0199492,10191,154.941,117,22
0.0403937,0.0442241,0.0614521,10192,155,117.248,22
0.162788,0.183015,0.248422,10193,155.179,118,22
0.179062,0.181613,0.264159,10194,155,118,22.2284
0.187904,0.219195,0.191635,10195,155.417,119,22
0.213223,0.210027,0.205008,10196,155,119,22.5322
0.219099,0.230343,0.217295,10197,155.655,120,22
0.231588,0.152587,0.151608,10198,155,120,22.836
0.232163,0.223953,0.235723,10199,155.893,121,22
0.203271,0.200946,0.212964,10200,156,121.452,22
0.156265,0.17718,0.165157,10201,156.13,122,22
0.171918,0.163008,0.167075,10202,156,122,22.1665
0.0578848,0.0792125,0.0766879,10203,156.368,123,22
0.0726689,0.0824005,0.027885,10204,156,123,22.4703
-0.0699507,-0.00204091,-0.034572,10205,156.606,124,22
-0.025229,0.00884633,0.0872502,10206,156,124,22.7741
-0.0599857,0.0307168,-0.0944219,10207,156.844,125,22
-0.0219731,0.0200688,-0.0430042,10208,157,125.655,22
0,0,0,10209,157.082,126,22
0.00418,0.0121061,-0.000160826,10210,157,126,22.1047
0,0,0,10211,157.32,127,22
0.0131232,0.0516843,-0.0447528,10212,157,127,22.4085
0,0,0,10213,157.558,128,22
0,0,0,10214,157,128,22.7122
0,0,0,10215,157.796,129,22
0,0,0,10216,158,129.859,22
0,0,0,10217,158.034,130,22
0,0,0,10218,158,130,22.0428
0,0,0,10219,158.271,131,22
0,0,0,10220,158,131,22.3466
0,0,0,10221,158.509,132,22
0,0,0,10222,158,132,22.6504
0,0,0,10223,158.747,133,22
0,0,0,10224,158,133,22.9542
0,0,0,10225,158.985,134,22
-0,-0,-0,10611,150.59,102,23
-0,-0,-0,10613,150.827,103,23
-0,-0,-0,10614,151,103.725,23
-0,-0,-0,10615,151.065,104,23
-0,-0,-0,10616,151,104,23.0834
0,0,0,10617,151.303,105,23
0,0,0,10618,151,105,23.3872
0,0,0,10619,151.541,106,23
0,0,0,10620,151,106,23.691
-0,-0,-0,10621,151.779,107,23
0,0,0,10622,151,107,23.9948
-0,-0,-0,10623,152,107.929,23
-0,-0,-0,10624,152.017,108,23
-0,-0,-0,10625,152,108,23.0216
-0,-0,-0,10626,152.255,109,23
-0,-0,-0,10627,152,109,23.3254
-0,-0,-0,10628,152.493,110,23
-0,-0,-0,10629,152,110,23.6291
0,0,0,10630,152.731,111,23
0,0,0,10631,152,111,23.9329
0,0,0,10632,152.968,112,23
0,0,0,10633,153,112.133,23
0,0,0,10634,153.206,113,23
0,0,0,10635,153,113,23.2635
0,0,0,10636,153.444,114,23
0,0,0,10637,153,114,23.5673
0,0,0,10638,153.682,115,23
0.252487,0.0643851,0.37902,10639,153,115,23.8711
0.134485,0.230031,0.401617,10640,153.92,116,23
0.149096,0.245188,0.400574,10641,154,116.336,23
0.174934,0.260557,0.397914,10642,154.158,117,23
0.187579,0.248346,0.405173,10643,154,117,23.2016
0.209448,0.200279,0.337269,10644,154.396,118,23
0.189183,0.192874,0.366368,10645,154,118,23.5054
0.228558,0.193058,0.25539,10646,154.634,119,23
0.186084,0.154602,0.249284,10647,154,119,23.8092
0.23212,0.136189,0.151608,10648,154.872,120,23
0.229371,0.136953,0.10609,10649,155,120.54,23
0.227232,0.138575,0.0878179,10650,155.109,121,23
0.234052,0.130269,0.0614856,10651,155,121,23.1398
0.200006,0.125151,0.0371553,10652,155.347,122,23
0.200006,0.114263,-0.0467885,10653,155,122,23.4435
0.0614259,0.109602,-0.0433049,10654,155.585,123,23
0.0724986,0.109602,-0.108922,10655,155,123,23.7473
-0.0221223,0.0373105,0.0621179,10656,155.823,124,23
-0.00903463,0.0533388,0.0711488,10657,156,124.744,23
-0.0031559,0.062934,0.0673161,10658,156.061,125,23
-0.0073291,0.056134,0.0654574,10659,156,125,23.0779
-0.0248864,0.0353105,0.0382427,10660,156.299,126,23
-0.0431128,-0.0289049,0.0388722,10661,156,126,23.3817
-0.00708272,0.068411,-0.0714279,10662,156.537,127,23
-0.0356258,-0.00542219,-0.0194722,10663,156,127,23.6855
0,0,0,10664,156.775,128,23
0.0981737,-0.00830516,-0.0269414,10665,156,128,23.9892
0,0,0,10666,157,128.947,23
0,0,0,10667,157.013,129,23
0,0,0,10668,157,129,23.016
0,0,0,10669,157.25,130,23
0,0,0,10670,157,130,23.3198
0,0,0,10671,157.488,131,23
0,0,0,10672,157,131,23.6236
0,0,0,10673,157.726,132,23
0,0,0,10674,157,132,23.9274
0,0,0,10675,157.964,133,23
0,0,0,10676,158,133.151,23
0,0,0,10677,158.202,134,23
0,0,0,10678,158,134,23.2579
0,0,0,10679,158.44,135,23
0,0,0,10680,158,135,23.5617
0,0,0,10682,158,136,23.8655
0,0,0,11070,150.044,103,24
-0,-0,-0,11072,150.282,104,24
-0,-0,-0,11073,150,104,24.3605
-0,-0,-0,11074,150.52,105,24
0,0,0,11075,150,105,24.6642
0,0,0,11076,150.758,106,24
0,0,0,11077,150,106,24.968
0,0,0,11078,150.996,107,24
0,0,0,11079,151,107.017,24
-0,-0,-0,11080,151.234,108,24
-0,-0,-0,11081,151,108,24.2986
-0,-0,-0,11082,151.472,109,24
-0,-0,-0,11083,151,109,24.6024
-0,-0,-0,11084,151.71,110,24
-0,-0,-0,11085,151,110,24.9062
0,0,0,11086,151.947,111,24
0,0,0,11087,152,111.221,24
0,0,0,11088,152.185,112,24
0,0,0,11089,152,112,24.2367
0,0,0,11090,152.423,113,24
0,0,0,11091,152,113,24.5405
0,0,0,11092,152.661,114,24
0,0,0,11093,152,114,24.8443
0.293524,0.0813084,0.445172,11094,152.899,115,24
0.285609,0.101978,0.437537,11095,153,115.424,24
0.274832,0.140033,0.440274,11096,153.137,116,24
0.292605,0.13104,0.440559,11097,153,116,24.1748
0.248124,0.154693,0.433382,11098,153.375,117,24
0.276976,0.107808,0.424638,11099,153,117,24.4786
0.1883,0.160682,0.382948,11100,153.613,118,24
0.222699,0.0666191,0.275876,11101,153,118,24.7824
0.180305,0.135816,0.2452,11102,153.851,119,24
0.183011,0.104683,0.133927,11103,154,119.628,24
0.18812,0.0812584,0.0683883,11104,154.088,120,24
0.179253,0.0766785,0.0754962,11105,154,120,24.113
0.195193,0.0605581,-0.0227491,11106,154.326,121,24
0.129596,0.0223902,-0.0353163,11107,154,121,24.4168
0.176842,0.0211687,-0.0900716,11108,154.564,122,24
0.0818592,-0.0851961,-0.129271,11109,154,122,24.7205
0.0958512,0.0910757,-0.134742,11110,154.802,123,24
-0.0348428,0.0472405,-0.0590257,11111,155,123.832,24
-0.0578958,0.0355716,-0.0454241,11112,155.04,124,24
-0.0574578,0.0294085,-0.0452996,11113,155,124,24.0511
-0.0480872,-0.0627482,0.00758759,11114,155.278,125,24
-0.0552264,-0.0985778,0.0114113,11115,155,125,24.3549
-0.041684,-0.108998,0.0390008,11116,155.516,126,24
-0.0343729,-0.113251,0.0800083,11117,155,126,24.6587
-0.00160265,-0.0244123,0.014921,11118,155.754,127,24
0.102423,-0.0866784,0.198815,11119,155,127,24.9625
0.0998568,-0.00839548,-0.0255377,11120,155.992,128,24
0.0957269,-0.00809817,-0.0262699,11121,156,128.035,24
0,0,0,11122,156.229,129,24
0,0,0,11123,156,129,24.293
0,0,0,11124,156.467,130,24
0,0,0,11125,156,130,24.5968
0,0,0,11126,156.705,131,24
0,0,0,11127,156,131,24.9006
0,0,0,11128,156.943,132,24
0,0,0,11129,157,132.239,24
0,0,0,11130,157.181,133,24
0,0,0,11131,157,133,24.2312
0,0,0,11132,157.419,134,24
0,0,0,11133,157,134,24.5349
0,0,0,11134,157.657,135,24
0,0,0,11135,157,135,24.8387
0,0,0,11136,157.895,136,24
-0,-0,-0,11520,149.499,104,25
0,0,0,11522,149.737,105,25
0,0,0,11523,149,105,25.9412
0,0,0,11524,149.975,106,25
0,0,0,11525,150,106.105,25
0,0,0,11526,150.213,107,25
0,0,0,11527,150,107,25.2718
-0,-0,-0,11528,150.451,108,25
-0,-0,-0,11529,150,108,25.5756
-0,-0,-0,11530,150.689,109,25
-0,-0,-0,11531,150,109,25.8794
-0,-0,-0,11532,150.927,110,25
0,0,0,11533,151,110.309,25
0,0,0,11534,151.164,111,25
0,0,0,11535,151,111,25.2099
0,0,0,11536,151.402,112,25
0,0,0,11537,151,112,25.5137
0,0,0,11538,151.64,113,25
0,0,0,11539,151,113,25.8175
0,0,0,11540,151.878,114,25
0.257277,0.075419,0.274047,11541,152,114.513,25
0.495523,0.141001,0.523751,11542,152.116,115,25
0.502601,0.147133,0.53564,11543,152,115,25.1481
0.386483,0.121115,0.477969,11544,152.354,116,25
0.448744,0.137865,0.509073,11545,152,116,25.4519
0.307698,0.0849249,0.4218,11546,152.592,117,25
0.368706,0.113843,0.440577,11547,152,117,25.7556
0.235627,0.0521754,0.26594,11548,152.83,118,25
0.18355,0.047478,0.218638,11549,153,118.716,25
0.165795,0.0507635,0.206852,11550,153.068,119,25
0.16192,0.0455277,0.206618,11551,153,119,25.0862
0.120822,-0.0175983,0.124564,11552,153.305,120,25
0.104414,-0.0477811,0.116392,11553,153,120,25.39
0.0894122,-0.0616452,0.0158517,11554,153.543,121,25
0.0707045,-0.10834,0.0636645,11555,153,121,25.6938
0.0566541,-0.0946983,-0.112128,11556,153.781,122,25
0.0606822,-0.128618,-0.0173623,11557,153,122,25.9976
0.0368682,-0.0851961,-0.124047,11558,154,122.92,25
0.0348435,-0.0842356,-0.122929,11559,154.019,123,25
0.03592,-0.0865811,-0.122621,11560,154,123,25.0243
-0.000562472,-0.0431802,-0.0380368,11561,154.257,124,25
0.0267267,-0.046898,-0.0344727,11562,154,124,25.3281
-0.00296171,-0.0660838,0.0703677,11563,154.495,125,25
0.0600469,-0.0460473,0.083883,11564,154,125,25.6319
0.011889,-0.0812034,0.110433,11565,154.733,126,25
0.107425,-0.0523959,0.172592,11566,154,126,25.9357
0.105108,-0.0851396,0.203545,11567,154.971,127,25
0.112745,-0.0807759,0.202308,11568,155,127.124,25
0.177928,-0.0352432,0.171807,11569,155.208,128,25
0.168359,-0.0352432,0.21067,11570,155,128,25.2662
0,0,0,11571,155.446,129,25
0.0731677,0.0203376,0.156706,11572,155,129,25.57
0,0,0,11573,155.684,130,25
0,0,0,11574,155,130,25.8738
0,0,0,11575,155.922,131,25
0,0,0,11576,156,131.327,25
0,0,0,11577,156.16,132,25
0,0,0,11578,156,132,25.2044
0,0,0,11579,156.398,133,25
0,0,0,11580,156,133,25.5082
0,0,0,11581,156.636,134,25
0,0,0,11582,156,134,25.8119
0,0,0,11583,156.874,135,25
0,0,0,11584,157,135.531,25
0,0,0,11585,157.112,136,25
0,0,0,11586,157,136,25.1425
0,0,0,11587,157.349,137,25
0,0,0,11588,157,137,25.4463
0,0,0,11590,157,138,25.7501
-0,-0,-0,11979,148.954,105,26
0,0,0,11980,149,105.193,26
0,0,0,11981,149.192,106,26
0,0,0,11982,149,106,26.245
-0,-0,-0,11983,149.43,107,26
0,0,0,11984,149,107,26.5488
-0,-0,-0,11985,149.668,108,26
0,0,0,11986,149,108,26.8526
-0,-0,-0,11987,149.906,109,26
-0,-0,-0,11988,150,109.397,26
-0,-0,-0,11989,150.143,110,26
-0,-0,-0,11990,150,110,26.1832
-0,-0,-0,11991,150.381,111,26
-0,-0,-0,11992,150,111,26.4869
0,0,0,11993,150.619,112,26
0,0,0,11994,150,112,26.7907
0,0,0,11995,150.857,113,26
0.233816,0.053996,0.285557,11996,151,113.601,26
0.395876,0.0926222,0.474343,11997,151.095,114,26
0.342005,0.0789804,0.417687,11998,151,114,26.1213
0.508479,0.140095,0.558803,11999,151.333,115,26
0.522135,0.12164,0.557025,12000,151,115,26.4251
0.503905,0.141404,0.541157,12001,151.571,116,26
0.512816,0.127624,0.552278,12002,151,116,26.7289
0.386131,0.123393,0.452878,12003,151.809,117,26
0.300141,0.092368,0.362402,12004,152,117.804,26
0.278101,0.0844179,0.339585,12005,152.047,118,26
0.281549,0.0824268,0.340448,12006,152,118,26.0594
0.172981,-0.00271047,0.217764,12007,152.284,119,26
0.203415,-0.0218447,0.21545,12008,152,119,26.3632
0.116032,-0.0570937,0.147179,12009,152.522,120,26
0.159117,-0.0640157,0.183367,12010,152,120,26.667
0.0794705,-0.104417,0.0836189,12011,152.76,121,26
0.0746856,-0.0653553,0.139791,12012,152,121,26.9708
0.060844,-0.128573,-0.0169532,12013,152.998,122,26
0.0607674,-0.128727,-0.0176223,12014,153,122.008,26
0.0693173,-0.142119,-0.0654147,12015,153.236,123,26
0.0710708,-0.124954,-0.0492204,12016,153,123,26.3013
0.0808916,-0.086,-0.0297949,12017,153.474,124,26
0.0866844,-0.0752248,-0.0189919,12018,153,124,26.6051
0.0868481,-0.0372614,0.0710481,12019,153.712,125,26
0.124265,0.0204049,0.0534803,12020,153,125,26.9089
0.107553,-0.050857,0.173665,12021,153.95,126,26
0.111205,-0.0573731,0.188037,12022,154,126.212,26
0.115358,-0.074416,0.238827,12023,154.188,127,26
0.136098,-0.0590356,0.241801,12024,154,127,26.2395
0.149702,-0.0380276,0.282543,12025,154.425,128,26
0.177484,-0.0270229,0.345335,12026,154,128,26.5433
0.128789,0.0299815,0.313985,12027,154.663,129,26
0.154039,0.0176756,0.391588,12028,154,129,26.847
0,0,0,12029,154.901,130,26
0,0,0,12030,155,130.415,26
0,0,0,12031,155.139,131,26
0,0,0,12032,155,131,26.1776
0,0,0,12033,155.377,132,26
0,0,0,12034,155,132,26.4814
0,0,0,12035,155.615,133,26
0,0,0,12036,155,133,26.7852
0,0,0,12037,155.853,134,26
0,0,0,12038,156,134.619,26
0,0,0,12039,156.091,135,26
0,0,0,12040,156,135,26.1157
0,0,0,12041,156.329,136,26
0,0,0,12042,156,136,26.4195
0,0,0,12043,156.566,137,26
0,0,0,12044,156,137,26.7233
0,0,0,12045,156.804,138,26
0,0,0,12429,148.409,106,27
0,0,0,12431,148.647,107,27
0,0,0,12432,148,107,27.8258
0,0,0,12433,148.885,108,27
0,0,0,12434,149,108.485,27
0,0,0,12435,149.122,109,27
0,0,0,12436,149,109,27.1564
-0,-0,-0,12437,149.36,110,27
-0,-0,-0,12438,149,110,27.4602
-0,-0,-0,12439,149.598,111,27
-0,-0,-0,12440,149,111,27.7639
0,0,0,12441,149.836,112,27
0,0,0,12442,150,112.689,27
0,0,0,12443,150.074,113,27
0,0,0,12444,150,113,27.0945
0,0,0,12445,150.312,114,27
0,0,0,12446,150,114,27.3983
0.525859,0.107949,0.533124,12447,150.55,115,27
0.557513,0.126501,0.535622,12448,150,115,27.7021
0.514347,0.123107,0.545762,12449,150.788,116,27
0.446233,0.1262,0.466133,12450,151,116.893,27
0.436914,0.126322,0.455383,12451,151.026,117,27
0.440458,0.126933,0.456964,12452,151,117,27.0326
0.366559,0.0384035,0.360628,12453,151.263,118,27
0.406542,0.0534304,0.384691,12454,151,118,27.3364
0.279628,-0.0220074,0.24421,12455,151.501,119,27
0.35652,0.002564,0.328018,12456,151,119,27.6402
0.192829,-0.0569961,0.194614,12457,151.739,120,27
0.353428,0.0422737,0.289608,12458,151,120,27.944
0.0769952,-0.0629852,0.141774,12459,151.977,121,27
0.0798554,-0.0627407,0.138783,12460,152,121.096,27
0.124241,-0.0579011,0.10957,12461,152.215,122,27
0.160063,-0.0306055,0.130897,12462,152,122,27.2746
0.118777,-0.0615461,0.0306009,12463,152.453,123,27
0.193123,-0.000629969,0.0656081,12464,152,123,27.5783
0.135146,-0.0321699,0.0131802,12465,152.691,124,27
0.235446,0.0566761,0.0832028,12466,152,124,27.8821
0.127908,0.0223865,0.0608292,12467,152.929,125,27
0.138827,0.0250681,0.0861495,12468,153,125.3,27
0.162933,0.0252858,0.161987,12469,153.167,126,27
0.179251,0.0400324,0.165042,12470,153,126,27.2127
0.167772,0.00329411,0.247718,12471,153.404,127,27
0.201159,0.0411447,0.247475,12472,153,127,27.5165
0.17809,-0.0076546,0.376044,12473,153.642,128,27
0.20077,0.0185338,0.384138,12474,153,128,27.8203
0.154841,0.0176332,0.396981,12475,153.88,129,27
0.0786638,0.00867836,0.194469,12476,154,129.504,27
0,0,0,12477,154.118,130,27
0,0,0,12478,154,130,27.1508
0,0,0,12479,154.356,131,27
0,0,0,12480,154,131,27.4546
0,0,0,12481,154.594,132,27
0,0,0,12482,154,132,27.7584
0,0,0,12483,154.832,133,27
0,0,0,12484,155,133.707,27
0,0,0,12485,155.07,134,27
0,0,0,12486,155,134,27.089
0,0,0,12487,155.308,135,27
0,0,0,12488,155,135,27.3927
0,0,0,12489,155.545,136,27
0,0,0,12490,155,136,27.6965
0,0,0,12491,155.783,137,27
0,0,0,12492,156,137.911,27
0,0,0,12493,156.021,138,27
0,0,0,12494,156,138,27.0271
0,0,0,12495,156.259,139,27
0,0,0,12496,156,139,27.3309
0,0,0,12498,156,140,27.6347
0,0,0,12886,147.864,107,28
0,0,0,12887,148,107.573,28
0,0,0,12888,148.101,108,28
0,0,0,12889,148,108,28.1296
0,0,0,12890,148.339,109,28
0,0,0,12891,148,109,28.4334
-0,-0,-0,12892,148.577,110,28
0,0,0,12893,148,110,28.7372
-0,-0,-0,12894,148.815,111,28
0,0,0,12895,149,111.777,28
0,0,0,12896,149.053,112,28
0,0,0,12897,149,112,28.0677
0,0,0,12898,149.291,113,28
0,0,0,12899,149,113,28.3715
0,0,0,12900,149.529,114,28
0,0,0,12901,149,114,28.6753
0.563978,0.130993,0.533857,12902,149.767,115,28
0.518185,0.122539,0.451259,12903,149,115,28.9791
0.597695,0.149148,0.546437,12904,150,115.981,28
0.597991,0.149401,0.546619,12905,150.005,116,28
0.598231,0.149496,0.546613,12906,150,116,28.0059
0.560465,0.147896,0.509269,12907,150.242,117,28
0.582128,0.153027,0.531216,12908,150,117,28.3096
0.460495,0.11153,0.421982,12909,150.48,118,28
0.517285,0.144012,0.474647,12910,150,118,28.6134
0.39014,0.0455522,0.375639,12911,150.718,119,28
0.480563,0.118753,0.466794,12912,150,119,28.9172
0.361625,0.0505785,0.295868,12913,150.956,120,28
0.353383,0.0551261,0.282449,12914,151,120.184,28
0.308789,0.0719104,0.21787,12915,151.194,121,28
0.349269,0.0967207,0.256861,12916,151,121,28.2478
0.235712,0.0629708,0.176873,12917,151.432,122,28
0.300521,0.104594,0.247136,12918,151,122,28.5516
0.226966,0.0540764,0.112834,12919,151.67,123,28
0.286154,0.116048,0.239931,12920,151,123,28.8553
0.235266,0.0633785,0.101147,12921,151.908,124,28
0.226508,0.0626453,0.130561,12922,152,124.388,28
0.204171,0.0627637,0.183534,12923,152.146,125,28
0.224094,0.0819866,0.210182,12924,152,125,28.1859
0.229719,0.068606,0.220104,12925,152.383,126,28
0.267344,0.114591,0.296783,12926,152,126,28.4897
0.228393,0.0543755,0.262952,12927,152.621,127,28
0.307945,0.152966,0.392308,12928,152,127,28.7935
0.21183,0.0227477,0.378893,12929,152.859,128,28
0.18467,0.0129422,0.408598,12930,153,128.592,28
0.167297,0.0083788,0.423059,12931,153.097,129,28
0.171592,0.0165417,0.429089,12932,153,129,28.124
0,0,0,12933,153.335,130,28
0,0,0,12934,153,130,28.4278
0,0,0,12935,153.573,131,28
0,0,0,12936,153,131,28.7316
0,0,0,12937,153.811,132,28
0,0,0,12938,154,132.795,28
0,0,0,12939,154.049,133,28
0,0,0,12940,154,133,28.0622
0,0,0,12941,154.287,134,28
0,0,0,12942,154,134,28.366
0,0,0,12943,154.524,135,28
0,0,0,12944,154,135,28.6697
0,0,0,12945,154.762,136,28
0,0,0,12946,154,136,28.9735
0,0,0,12947,155,136.999,28
0,0,0,12948,155,137,28
0,0,0,12949,155,137,28.0003
0,0,0,12950,155.238,138,28
0,0,0,12951,155,138,28.3041
0,0,0,12952,155.476,139,28
0,0,0,12953,155,139,28.6079
0,0,0,12954,155.714,140,28
0,0,0,12955,155,140,28.9117
0,0,0,13340,147.318,108,29
0,0,0,13342,147.556,109,29
0,0,0,13343,147,109,29.7104
0,0,0,13344,147.794,110,29
0,0,0,13345,148,110.865,29
0,0,0,13346,148.032,111,29
0,0,0,13347,148,111,29.041
0,0,0,13348,148.27,112,29
0,0,0,13349,148,112,29.3447
0,0,0,13350,148.508,113,29
0,0,0,13351,148,113,29.6485
0,0,0,13352,148.746,114,29
0,0,0,13353,148,114,29.9523
0.516584,0.122359,0.447215,13354,148.984,115,29
0.524256,0.124579,0.456126,13355,149,115.069,29
0.610077,0.153142,0.543293,13356,149.222,116,29
0.548688,0.154439,0.529701,13357,149,116,29.2829
0.604847,0.165232,0.549135,13358,149.459,117,29
0.609911,0.171063,0.538329,13359,149,117,29.5867
0.55824,0.153578,0.499635,13360,149.697,118,29
0.608892,0.190578,0.537071,13361,149,118,29.8904
0.489876,0.122757,0.472118,13362,149.935,119,29
0.473961,0.123641,0.455841,13363,150,119.273,29
0.439777,0.13539,0.409352,13364,150.173,120,29
0.451349,0.144725,0.435182,13365,150,120,29.221
0.417873,0.143921,0.369001,13366,150.411,121,29
0.443155,0.167188,0.428008,13367,150,121,29.5248
0.361468,0.131615,0.31544,13368,150.649,122,29
0.447003,0.177132,0.425436,13369,150,122,29.8286
0.302523,0.1241,0.259945,13370,150.887,123,29
0.28615,0.133535,0.273881,13371,151,123.476,29
0.276296,0.140297,0.293347,13372,151.125,124,29
0.287976,0.153764,0.31915,13373,151,124,29.1591
0.285724,0.178153,0.323472,13374,151.363,125,29
0.325925,0.196724,0.379875,13375,151,125,29.4629
0.301463,0.172362,0.36468,13376,151.6,126,29
0.364208,0.204774,0.431393,13377,151,126,29.7667
0.334763,0.18176,0.418396,13378,151.838,127,29
0.294205,0.131916,0.428843,13379,152,127.68,29
0.276363,0.109255,0.435641,13380,152.076,128,29
0.280803,0.116361,0.440315,13381,152,128,29.0973
0.210921,0.0930349,0.416112,13382,152.314,129,29
0.219178,0.117075,0.415524,13383,152,129,29.401
0,0,0,13384,152.552,130,29
0,0,0,13385,152,130,29.7048
0,0,0,13386,152.79,131,29
0,0,0,13387,153,131.883,29
0,0,0,13388,153.028,132,29
0,0,0,13389,153,132,29.0354
0,0,0,13390,153.266,133,29
0,0,0,13391,153,133,29.3392
0,0,0,13392,153.503,134,29
0,0,0,13393,153,134,29.643
0,0,0,13394,153.741,135,29
0,0,0,13395,153,135,29.9467
0,0,0,13396,153.979,136,29
0,0,0,13397,154,136.087,29
0,0,0,13398,154.217,137,29
0,0,0,13399,154,137,29.2773
0,0,0,13400,154.455,138,29
0,0,0,13401,154,138,29.5811
0,0,0,13402,154.693,139,29
0,0,0,13403,154,139,29.8849
0,0,0,13404,154.931,140,29
0,0,0,13405,155,140.291,29
0,0,0,13406,155.169,141,29
0,0,0,13407,155,141,29.2154
0,0,0,13409,155,142,29.5192
0,0,0,13795,146.773,109,30
0,0,0,13796,146,109,30.9874
0,0,0,13797,147,109.953,30
0,0,0,13798,147.011,110,30
0,0,0,13799,147,110,30.0142
-0,-0,-0,13800,147.249,111,30
-0,-0,-0,13801,147,111,30.318
0,0,0,13802,147.487,112,30
0,0,0,13803,147,112,30.6217
0,0,0,13804,147.725,113,30
0,0,0,13805,147,113,30.9255
0,0,0,13806,147.963,114,30
0,0,0,13807,148,114.157,30
0.0754165,0.019525,0.0740638,13808,148.201,115,30
0,0,0,13809,148,115,30.2561
0.387641,0.150056,0.427843,13810,148.438,116,30
0.280548,0.131389,0.310171,13811,148,116,30.5599
0.597329,0.176224,0.51424,13812,148.676,117,30
0.290081,0.177247,0.402695,13813,148,117,30.8637
0.610255,0.195455,0.536626,13814,148.914,118,30
0.594027,0.196165,0.533107,13815,149,118.361,30
0.558327,0.194435,0.521909,13816,149.152,119,30
0.53891,0.205263,0.522952,13817,149,119,30.1942
0.510738,0.186709,0.497208,13818,149.39,120,30
0.527955,0.205842,0.500682,13819,149,120,30.498
0.485126,0.182348,0.473484,13820,149.628,121,30
0.533859,0.206721,0.497254,13821,149,121,30.8018
0.465886,0.182992,0.444908,13822,149.866,122,30
0.442411,0.183035,0.432667,13823,150,122.564,30
0.425628,0.182019,0.425546,13824,150.104,123,30
0.445906,0.190559,0.441693,13825,150,123,30.1324
0.392141,0.180653,0.419611,13826,150.342,124,30
0.457558,0.205736,0.465294,13827,150,124,30.4361
0.381466,0.204732,0.416604,13828,150.579,125,30
0.461605,0.22197,0.495232,13829,150,125,30.7399
0.386353,0.211213,0.449614,13830,150.817,126,30
0.379951,0.211213,0.470324,13831,151,126.768,30
0.37939,0.210495,0.477968,13832,151.055,127,30
0.383063,0.211471,0.478938,13833,151,127,30.0705
0.314627,0.190509,0.480698,13834,151.293,128,30
0.338421,0.198844,0.467761,13835,151,128,30.3743
0.225531,0.144168,0.411008,13836,151.531,129,30
0.274056,0.183088,0.33411,13837,151,129,30.6781
0,0,0,13838,151.769,130,30
0,0,0,13839,151,130,30.9818
0,0,0,13840,152,130.972,30
0,0,0,13841,152.007,131,30
